Order ID,Order Date,Ship Date,Shipping Days,Ship Mode,Customer Name,Segment,Country,Governorate,city,sales_person,Product ID,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Revenue,Profit,Returned
EG-2023-1182,2023-07-13,2023-07-15,2,Second Class,Farouk El-Fishawy,Consumer,Egypt,Asyut,Fateh,Noha Mahmoud,OFF-BI-307,Office Supplies,Binders,9,81.26,0.15,621.64,424.44,621.64,197.2,No
EG-2023-1183,2023-07-14,2023-07-15,1,First Class,Sherif Anwar,Consumer,Egypt,Port Said,Port Fouad,Youssef Khaled,CLO-JA-905,Clothing & Apparel,Jackets,5,1704.5,0.05,8096.38,5450.69,8096.38,2645.69,No
EG-2023-1184,2023-07-15,2023-07-19,4,Standard Class,Omar Sherif,Consumer,Egypt,Ismailia,Fayed,Mina Youssef,FUR-CH-486,Furniture,Chairs,6,841.74,0.0,5050.44,3294.62,5050.44,1755.82,No
EG-2023-1185,2023-07-15,2023-07-17,2,Second Class,Huda El-Mufti,Home Office,Egypt,Monufia,Sadat City,Karim Salah,TEC-PH-786,Technology,Phones,10,1479.2,0.15,12573.2,9595.94,12573.2,2977.26,No
EG-2023-1185,2023-07-16,2023-07-20,4,Standard Class,Amr Diab,Corporate,Egypt,Giza,Dokki,Karim Salah,TEC-AC-816,Technology,Accessories,9,325.24,0.0,2927.16,1904.64,2927.16,1022.52,No
EG-2023-1186,2023-07-17,2023-07-20,3,Second Class,Mena Shalaby,Consumer,Egypt,Cairo,Nasr City,Mina Youssef,FUR-CH-263,Furniture,Chairs,10,816.61,0.0,8166.1,6308.93,8166.1,1857.17,No
EG-2023-1187,2023-07-18,2023-07-22,4,Standard Class,Ahmed Helmy,Home Office,Egypt,South Sinai,Sharm El-Sheikh,Youssef Khaled,FUR-CH-996,Furniture,Chairs,7,785.62,0.0,5499.34,3964.74,5499.34,1534.6,No
EG-2023-1188,2023-07-18,2023-07-22,4,Standard Class,Hany Ramzy,Consumer,Egypt,New Valley,Dakhla,Amr Salah,TEC-PH-574,Technology,Phones,7,1421.81,0.0,9952.67,6558.75,9952.67,3393.92,No
EG-2023-1188,2023-07-19,2023-07-24,5,Standard Class,Adel Emam,Consumer,Egypt,Luxor,Esna,Ahmed Ragab,HOM-MI-158,Home Appliances,Microwaves,5,3211.18,0.05,15253.1,10947.42,15253.1,4305.68,No
EG-2023-1189,2023-07-21,2023-07-25,4,Standard Class,Mona Abdelrahman,Home Office,Egypt,New Valley,Kharga,Noha Mahmoud,SPO-CA-141,Sports & Outdoors,Camping Gear,9,1638.1,0.1,13268.61,9642.42,13268.61,3626.19,No
EG-2023-1190,2023-07-22,2023-07-25,3,Second Class,Nelly Karim,Consumer,Egypt,Beni Suef,Biba,Sara Amin,HOM-RE-713,Home Appliances,Refrigerators,8,12434.86,0.15,84557.05,60936.99,84557.05,23620.06,Yes
EG-2023-1191,2023-07-22,2023-07-24,2,Second Class,Dina El-Sherbiny,Home Office,Egypt,South Sinai,Nuweiha,Youssef Khaled,SPO-BI-532,Sports & Outdoors,Bicycles,3,4746.74,0.15,12104.19,9094.02,12104.19,3010.17,No
EG-2023-1191,2023-07-23,2023-07-28,5,Standard Class,Fatma Ibrahim,Consumer,Egypt,Beheira,Damanhour,Noha Mahmoud,CLO-SH-833,Clothing & Apparel,Shirts,10,417.94,0.05,3970.43,2644.88,3970.43,1325.55,No
EG-2023-1192,2023-07-23,2023-07-28,5,Standard Class,Hazem Emam,Consumer,Egypt,Beheira,Damanhour,Karim Salah,HOM-RE-960,Home Appliances,Refrigerators,9,11290.43,0.0,101613.87,79558.91,101613.87,22054.96,No
EG-2023-1193,2023-07-23,2023-07-26,3,Second Class,Dina El-Sherbiny,Consumer,Egypt,North Sinai,Rafah,Mina Youssef,CLO-SH-886,Clothing & Apparel,Shirts,7,365.45,0.05,2430.24,1931.03,2430.24,499.21,No
EG-2023-1192,2023-07-24,2023-07-26,2,Second Class,Reem Moustafa,Home Office,Egypt,Fayoum,Tamiya,Mina Youssef,SPO-FI-904,Sports & Outdoors,Fitness Equipment,10,3170.75,0.15,26951.38,20042.61,26951.38,6908.77,No
EG-2023-1193,2023-07-24,2023-07-30,6,Standard Class,Hazem Emam,Corporate,Egypt,Fayoum,Tamiya,Sara Amin,HOM-RE-993,Home Appliances,Refrigerators,5,11289.01,0.0,56445.05,37676.01,56445.05,18769.04,No
EG-2023-1193,2023-07-25,2023-07-28,3,Second Class,Eyad Nassar,Consumer,Egypt,Red Sea,Gouna,Amr Salah,SPO-FI-449,Sports & Outdoors,Fitness Equipment,6,3241.25,0.0,19447.5,12788.92,19447.5,6658.58,No
EG-2023-1194,2023-07-25,2023-07-30,5,Standard Class,Hassan El-Raddad,Consumer,Egypt,Luxor,Luxor City,Youssef Khaled,HOM-MI-807,Home Appliances,Microwaves,1,3415.07,0.0,3415.07,2305.58,3415.07,1109.49,No
EG-2023-1194,2023-07-26,2023-08-01,6,Standard Class,Hany Ramzy,Consumer,Egypt,Dakahlia,Mit Ghamr,Mina Youssef,OFF-AR-467,Office Supplies,Art,6,56.44,0.0,338.64,231.39,338.64,107.25,No
EG-2023-1195,2023-07-26,2023-07-26,0,Same Day,Mona Abdelrahman,Consumer,Egypt,Port Said,Al Sharq,Amr Salah,CLO-JA-548,Clothing & Apparel,Jackets,9,1760.91,0.1,14263.37,10915.44,14263.37,3347.93,No
EG-2023-1195,2023-07-27,2023-07-30,3,Second Class,Farouk El-Fishawy,Home Office,Egypt,Beni Suef,Beni Suef City,Noha Mahmoud,OFF-ST-993,Office Supplies,Storage,10,258.38,0.15,2196.23,1703.72,2196.23,492.51,No
EG-2023-1196,2023-07-27,2023-07-28,1,First Class,Asma Abulyazeid,Home Office,Egypt,Dakahlia,Talkha,Noha Mahmoud,TEC-AC-637,Technology,Accessories,4,323.96,0.15,1101.46,787.76,1101.46,313.7,No
EG-2023-1196,2023-07-28,2023-08-02,5,Standard Class,Khaled El-Nabawy,Consumer,Egypt,Port Said,Al Sharq,Amr Salah,SPO-SP-213,Sports & Outdoors,Sportswear,10,534.15,0.0,5341.5,3827.56,5341.5,1513.94,No
EG-2023-1197,2023-07-28,2023-08-03,6,Standard Class,Ahmed Mekky,Corporate,Egypt,Port Said,Port Fouad,Sara Amin,SPO-SP-710,Sports & Outdoors,Sportswear,8,467.4,0.0,3739.2,2489.56,3739.2,1249.64,No
EG-2023-1198,2023-07-28,2023-08-02,5,Standard Class,Mahmoud Yassin,Home Office,Egypt,New Valley,Kharga,Amr Salah,CLO-PA-830,Clothing & Apparel,Pants,10,649.45,0.1,5845.05,3995.82,5845.05,1849.23,No
EG-2023-1197,2023-07-29,2023-08-03,5,Standard Class,Hany Ramzy,Home Office,Egypt,Damietta,New Damietta,Ahmed Ragab,OFF-BI-421,Office Supplies,Binders,4,83.9,0.05,318.82,219.43,318.82,99.39,No
EG-2023-1198,2023-07-29,2023-08-02,4,Standard Class,Tamer Hosny,Corporate,Egypt,Giza,6th of October,Ahmed Ragab,OFF-AR-439,Office Supplies,Art,7,62.72,0.15,373.18,264.24,373.18,108.94,No
EG-2023-1199,2023-07-29,2023-07-31,2,Second Class,Hazem Emam,Consumer,Egypt,New Valley,Dakhla,Karim Salah,CLO-JA-784,Clothing & Apparel,Jackets,4,1704.1,0.05,6475.58,5180.22,6475.58,1295.36,No
EG-2023-1198,2023-07-30,2023-07-30,0,Same Day,Hazem Emam,Home Office,Egypt,South Sinai,Dahab,Noha Mahmoud,TEC-CO-288,Technology,Copiers,10,4845.72,0.15,41188.62,29393.42,41188.62,11795.2,No
EG-2023-1199,2023-07-30,2023-08-05,6,Standard Class,Asmaa Galal,Consumer,Egypt,Ismailia,Fayed,Ahmed Ragab,CLO-SH-838,Clothing & Apparel,Shirts,2,433.29,0.0,866.58,568.9,866.58,297.68,No
EG-2023-1199,2023-07-31,2023-08-04,4,Standard Class,Amir Karara,Consumer,Egypt,Luxor,Esna,Karim Salah,TEC-AC-153,Technology,Accessories,4,357.12,0.05,1357.06,903.94,1357.06,453.12,No
EG-2023-1200,2023-08-01,2023-08-02,1,First Class,Yasmine Sabri,Consumer,Egypt,Matrouh,Siwa,Karim Salah,TEC-MA-812,Technology,Machines,2,5674.51,0.0,11349.02,8942.89,11349.02,2406.13,No
EG-2023-1201,2023-08-01,2023-08-01,0,Same Day,Tarek Sayed,Consumer,Egypt,Asyut,Dairut,Ahmed Ragab,HOM-AI-845,Home Appliances,Air Conditioners,4,17428.23,0.15,59255.98,43379.09,59255.98,15876.89,No
EG-2023-1202,2023-08-01,2023-08-06,5,Standard Class,Zainab Soliman,Home Office,Egypt,Monufia,Sadat City,Noha Mahmoud,HOM-AI-299,Home Appliances,Air Conditioners,7,15754.9,0.0,110284.3,72080.43,110284.3,38203.87,No
EG-2023-1201,2023-08-02,2023-08-07,5,Standard Class,Wael Jassar,Home Office,Egypt,Damietta,New Damietta,Mina Youssef,FUR-TA-515,Furniture,Tables,1,4949.84,0.15,4207.36,2779.45,4207.36,1427.91,No
EG-2023-1202,2023-08-02,2023-08-06,4,Standard Class,Mai Ezz Eldin,Consumer,Egypt,Cairo,Maadi,Noha Mahmoud,TEC-CO-687,Technology,Copiers,10,5479.9,0.0,54799.0,39409.97,54799.0,15389.03,Yes
EG-2023-1203,2023-08-02,2023-08-04,2,Second Class,Mona Abdelrahman,Consumer,Egypt,Qalyubia,Khanka,Sara Amin,OFF-ST-499,Office Supplies,Storage,3,276.41,0.15,704.85,552.56,704.85,152.29,No
EG-2023-1202,2023-08-03,2023-08-07,4,Standard Class,Eyad Nassar,Home Office,Egypt,Minya,Samalut,Noha Mahmoud,SPO-FI-687,Sports & Outdoors,Fitness Equipment,10,2767.3,0.05,26289.35,20315.38,26289.35,5973.97,No
EG-2023-1203,2023-08-03,2023-08-03,0,Same Day,Karim Mahmoud,Corporate,Egypt,Sharqia,Belbeis,Mina Youssef,CLO-PA-167,Clothing & Apparel,Pants,3,623.75,0.1,1684.13,1267.67,1684.13,416.46,No
EG-2023-1203,2023-08-04,2023-08-06,2,Second Class,Ahmed Helmy,Consumer,Egypt,Beheira,Damanhour,Youssef Khaled,OFF-AR-327,Office Supplies,Art,10,54.17,0.05,514.61,372.3,514.61,142.31,No
EG-2023-1204,2023-08-04,2023-08-10,6,Standard Class,Nour El-Din,Consumer,Egypt,Kafr El-Sheikh,Kafr El-Sheikh City,Amr Salah,TEC-PH-466,Technology,Phones,1,1400.47,0.0,1400.47,940.62,1400.47,459.85,No
EG-2023-1204,2023-08-05,2023-08-07,2,Second Class,Tarek Sayed,Home Office,Egypt,South Sinai,Nuweiha,Noha Mahmoud,HOM-RE-995,Home Appliances,Refrigerators,10,11460.47,0.05,108874.46,77022.43,108874.46,31852.03,No
EG-2023-1205,2023-08-05,2023-08-06,1,First Class,Amr Hassan,Home Office,Egypt,Sohag,Sohag City,Noha Mahmoud,TEC-AC-831,Technology,Accessories,4,357.21,0.0,1428.84,1000.79,1428.84,428.05,No
EG-2023-1206,2023-08-05,2023-08-05,0,Same Day,Mai Ezz Eldin,Consumer,Egypt,Beheira,Damanhour,Karim Salah,TEC-AC-319,Technology,Accessories,6,363.28,0.0,2179.68,1550.77,2179.68,628.91,No
EG-2023-1205,2023-08-07,2023-08-07,0,Same Day,Mai Ezz Eldin,Home Office,Egypt,Qalyubia,Khanka,Mina Youssef,OFF-AR-297,Office Supplies,Art,4,64.84,0.05,246.39,181.31,246.39,65.08,No
EG-2023-1206,2023-08-07,2023-08-11,4,Standard Class,Tamer Hosny,Home Office,Egypt,Gharbia,Zifta,Karim Salah,SPO-CA-305,Sports & Outdoors,Camping Gear,10,1409.44,0.0,14094.4,11171.28,14094.4,2923.12,No
EG-2023-1207,2023-08-07,2023-08-13,6,Standard Class,Ghada Abdelrazek,Consumer,Egypt,Aswan,Aswan City,Ahmed Ragab,TEC-CO-918,Technology,Copiers,6,4730.58,0.1,25545.13,17694.98,25545.13,7850.15,No
EG-2023-1206,2023-08-08,2023-08-08,0,Same Day,Sahar El-Sayegh,Consumer,Egypt,Fayoum,Tamiya,Noha Mahmoud,CLO-SH-857,Clothing & Apparel,Shoes,2,1306.86,0.0,2613.72,1855.03,2613.72,758.69,No
EG-2023-1207,2023-08-09,2023-08-15,6,Standard Class,Farouk El-Fishawy,Home Office,Egypt,Asyut,Dairut,Karim Salah,CLO-SH-846,Clothing & Apparel,Shirts,1,438.23,0.05,416.32,293.1,416.32,123.22,No
EG-2023-1208,2023-08-10,2023-08-16,6,Standard Class,Yasmine Sabri,Home Office,Egypt,Fayoum,Sinnuris,Sara Amin,OFF-BI-460,Office Supplies,Binders,10,82.34,0.05,782.23,601.58,782.23,180.65,No
EG-2023-1209,2023-08-11,2023-08-12,1,First Class,Mona Zaki,Corporate,Egypt,Monufia,Shibin El Kom,Youssef Khaled,OFF-ST-486,Office Supplies,Storage,8,262.42,0.15,1784.46,1367.45,1784.46,417.01,No
EG-2023-1210,2023-08-12,2023-08-13,1,First Class,Karim Abdelaziz,Consumer,Egypt,New Valley,Kharga,Noha Mahmoud,FUR-CH-341,Furniture,Chairs,7,918.07,0.0,6426.49,5008.41,6426.49,1418.08,No
EG-2023-1211,2023-08-12,2023-08-18,6,Standard Class,Maged El-Kedwany,Home Office,Egypt,Ismailia,Al Qantara,Mina Youssef,TEC-CO-651,Technology,Copiers,8,4678.48,0.0,37427.84,25385.24,37427.84,12042.6,No
EG-2023-1212,2023-08-12,2023-08-16,4,Standard Class,Aya Mahmoud,Corporate,Egypt,Asyut,Dairut,Noha Mahmoud,CLO-SH-235,Clothing & Apparel,Shirts,1,417.91,0.0,417.91,314.08,417.91,103.83,No
EG-2023-1211,2023-08-13,2023-08-19,6,Standard Class,Mohamed Ramadan,Corporate,Egypt,Aswan,Aswan City,Mina Youssef,FUR-FU-705,Furniture,Furnishings,7,148.49,0.0,1039.43,752.22,1039.43,287.21,No
EG-2023-1212,2023-08-13,2023-08-14,1,First Class,Huda El-Mufti,Home Office,Egypt,Luxor,Luxor City,Mina Youssef,OFF-AR-472,Office Supplies,Art,8,56.68,0.05,430.77,303.18,430.77,127.59,No
EG-2023-1212,2023-08-14,2023-08-15,1,First Class,Farouk El-Fishawy,Consumer,Egypt,New Valley,Dakhla,Karim Salah,HOM-RE-296,Home Appliances,Refrigerators,2,11535.94,0.1,20764.69,13940.19,20764.69,6824.5,No
EG-2023-1213,2023-08-15,2023-08-17,2,Second Class,Hazem Emam,Home Office,Egypt,Suez,Suez City,Mina Youssef,TEC-MA-746,Technology,Machines,6,5518.18,0.05,31453.63,22892.42,31453.63,8561.21,No
EG-2023-1214,2023-08-16,2023-08-18,2,Second Class,Mayan El-Sayed,Corporate,Egypt,South Sinai,Nuweiha,Youssef Khaled,OFF-BI-523,Office Supplies,Binders,9,79.58,0.0,716.22,545.42,716.22,170.8,No
EG-2023-1215,2023-08-17,2023-08-22,5,Standard Class,Youssef Hussein,Consumer,Egypt,Alexandria,Stanly,Amr Salah,OFF-BI-444,Office Supplies,Binders,7,74.27,0.15,441.91,329.39,441.91,112.52,No
EG-2023-1216,2023-08-18,2023-08-21,3,Second Class,Ahmed Mansour,Home Office,Egypt,Red Sea,Hurghada,Ahmed Ragab,FUR-TA-605,Furniture,Tables,8,4897.56,0.0,39180.48,29264.57,39180.48,9915.91,No
EG-2023-1217,2023-08-18,2023-08-24,6,Standard Class,Hazem Emam,Consumer,Egypt,Gharbia,Zifta,Sara Amin,FUR-CH-832,Furniture,Chairs,1,927.86,0.0,927.86,685.77,927.86,242.09,No
EG-2023-1218,2023-08-18,2023-08-20,2,Second Class,Reem Moustafa,Home Office,Egypt,Minya,Minya City,Noha Mahmoud,TEC-CO-200,Technology,Copiers,9,5203.85,0.0,46834.65,32356.16,46834.65,14478.49,No
EG-2023-1217,2023-08-19,2023-08-22,3,Second Class,Mahmoud Saad,Consumer,Egypt,Alexandria,Miami,Sara Amin,SPO-CA-872,Sports & Outdoors,Camping Gear,10,1461.17,0.05,13881.12,10384.86,13881.12,3496.26,No
EG-2023-1218,2023-08-19,2023-08-25,6,Standard Class,Hend Sabry,Home Office,Egypt,Minya,Minya City,Sara Amin,CLO-SH-754,Clothing & Apparel,Shirts,4,436.03,0.05,1656.91,1308.41,1656.91,348.5,No
EG-2023-1218,2023-08-20,2023-08-24,4,Standard Class,Yasmine Sabri,Corporate,Egypt,Qalyubia,Shubra El-Kheima,Ahmed Ragab,HOM-BL-140,Home Appliances,Blenders,10,802.35,0.05,7622.32,5732.12,7622.32,1890.2,No
EG-2023-1219,2023-08-21,2023-08-27,6,Standard Class,Tara Emad,Home Office,Egypt,Suez,Arbaeen,Ahmed Ragab,HOM-AI-180,Home Appliances,Air Conditioners,9,14938.59,0.05,127724.94,101281.76,127724.94,26443.18,No
EG-2023-1220,2023-08-22,2023-08-27,5,Standard Class,Youssef Hussein,Home Office,Egypt,Aswan,Aswan City,Mina Youssef,SPO-SP-119,Sports & Outdoors,Sportswear,2,452.07,0.0,904.14,604.16,904.14,299.98,No
EG-2023-1221,2023-08-22,2023-08-22,0,Same Day,Mena Shalaby,Corporate,Egypt,Beheira,Damanhour,Noha Mahmoud,SPO-SP-282,Sports & Outdoors,Sportswear,9,474.9,0.15,3632.99,2692.39,3632.99,940.6,No
EG-2023-1221,2023-08-23,2023-08-25,2,Second Class,Hany Ramzy,Consumer,Egypt,Qena,Abu Tesht,Noha Mahmoud,FUR-TA-167,Furniture,Tables,10,4834.42,0.0,48344.2,35296.8,48344.2,13047.4,No
EG-2023-1222,2023-08-23,2023-08-24,1,First Class,Sahar El-Sayegh,Consumer,Egypt,Minya,Samalut,Ahmed Ragab,CLO-JA-460,Clothing & Apparel,Jackets,3,1831.67,0.0,5495.01,3753.21,5495.01,1741.8,No
EG-2023-1222,2023-08-24,2023-08-30,6,Standard Class,Mahmoud Yassin,Consumer,Egypt,Beni Suef,Biba,Karim Salah,SPO-BI-130,Sports & Outdoors,Bicycles,1,4292.49,0.0,4292.49,3066.74,4292.49,1225.75,No
EG-2023-1223,2023-08-24,2023-08-25,1,First Class,Ahmed Ezz,Corporate,Egypt,North Sinai,Sheikh Zuweid,Ahmed Ragab,FUR-BO-607,Furniture,Bookcases,4,2177.8,0.0,8711.2,6693.44,8711.2,2017.76,No
EG-2023-1223,2023-08-25,2023-08-28,3,Second Class,Aya Mahmoud,Corporate,Egypt,Kafr El-Sheikh,Kafr El-Sheikh City,Sara Amin,SPO-BI-891,Sports & Outdoors,Bicycles,4,4895.7,0.15,16645.38,11416.25,16645.38,5229.13,No
EG-2023-1224,2023-08-25,2023-08-27,2,Second Class,Youssef Hussein,Home Office,Egypt,Dakahlia,Mit Ghamr,Ahmed Ragab,OFF-BI-294,Office Supplies,Binders,3,72.87,0.0,218.61,157.14,218.61,61.47,No
EG-2023-1224,2023-08-26,2023-08-26,0,Same Day,Hassan El-Raddad,Home Office,Egypt,Aswan,Aswan City,Mina Youssef,TEC-AC-724,Technology,Accessories,1,319.32,0.0,319.32,238.06,319.32,81.26,No
EG-2023-1225,2023-08-26,2023-08-30,4,Standard Class,Amina Khalil,Corporate,Egypt,Dakahlia,Mit Ghamr,Youssef Khaled,CLO-SH-736,Clothing & Apparel,Shoes,3,1258.56,0.0,3775.68,2785.57,3775.68,990.11,No
EG-2023-1226,2023-08-26,2023-08-28,2,Second Class,Huda El-Mufti,Corporate,Egypt,Minya,Samalut,Youssef Khaled,HOM-MI-700,Home Appliances,Microwaves,5,3404.94,0.0,17024.7,12911.15,17024.7,4113.55,No
EG-2023-1225,2023-08-27,2023-08-28,1,First Class,Ahmed Ezz,Corporate,Egypt,Sohag,Sohag City,Ahmed Ragab,CLO-PA-504,Clothing & Apparel,Pants,4,551.32,0.05,2095.02,1569.97,2095.02,525.05,No
EG-2023-1226,2023-08-27,2023-09-02,6,Standard Class,Mohamed Henedy,Home Office,Egypt,Monufia,Shibin El Kom,Mina Youssef,FUR-BO-833,Furniture,Bookcases,3,2027.24,0.15,5169.46,3550.92,5169.46,1618.54,No
EG-2023-1226,2023-08-28,2023-08-30,2,Second Class,Farouk El-Fishawy,Consumer,Egypt,Matrouh,Alamein,Ahmed Ragab,OFF-ST-579,Office Supplies,Storage,9,276.16,0.0,2485.44,1798.98,2485.44,686.46,No
EG-2023-1227,2023-08-28,2023-08-30,2,Second Class,Mayan El-Sayed,Consumer,Egypt,Kafr El-Sheikh,Kafr El-Sheikh City,Amr Salah,CLO-JA-664,Clothing & Apparel,Jackets,2,1645.47,0.0,3290.94,2247.82,3290.94,1043.12,Yes
EG-2023-1228,2023-08-28,2023-09-01,4,Standard Class,Mohamed Ali,Home Office,Egypt,Giza,Sheikh Zayed,Sara Amin,OFF-AR-293,Office Supplies,Art,7,62.63,0.0,438.41,306.29,438.41,132.12,No
EG-2023-1227,2023-08-29,2023-08-29,0,Same Day,Khaled El-Nabawy,Home Office,Egypt,Sharqia,Belbeis,Karim Salah,FUR-CH-211,Furniture,Chairs,7,879.83,0.0,6158.81,4242.03,6158.81,1916.78,No
EG-2023-1228,2023-08-29,2023-08-31,2,Second Class,Rania Moustafa,Home Office,Egypt,North Sinai,Rafah,Mina Youssef,HOM-AI-736,Home Appliances,Air Conditioners,9,16669.79,0.0,150028.11,117797.08,150028.11,32231.03,No
EG-2023-1228,2023-08-30,2023-09-05,6,Standard Class,Hussein Fahmy,Home Office,Egypt,Dakahlia,Mit Ghamr,Mina Youssef,CLO-SH-515,Clothing & Apparel,Shoes,5,1199.72,0.0,5998.6,4166.54,5998.6,1832.06,No
EG-2023-1229,2023-08-30,2023-09-04,5,Standard Class,Hend Sabry,Corporate,Egypt,Beni Suef,Biba,Sara Amin,OFF-BI-520,Office Supplies,Binders,9,80.81,0.0,727.29,524.43,727.29,202.86,No
EG-2023-1229,2023-08-31,2023-09-03,3,Second Class,Maged El-Kedwany,Consumer,Egypt,Matrouh,Alamein,Ahmed Ragab,OFF-BI-104,Office Supplies,Binders,4,80.36,0.0,321.44,236.77,321.44,84.67,No
EG-2023-1230,2023-09-01,2023-09-07,6,Standard Class,Amr Hassan,Consumer,Egypt,Beni Suef,Beni Suef City,Karim Salah,FUR-BO-592,Furniture,Bookcases,8,1898.27,0.05,14426.85,9514.36,14426.85,4912.49,No
EG-2023-1231,2023-09-01,2023-09-04,3,Second Class,Asma Abulyazeid,Consumer,Egypt,Port Said,Al Sharq,Mina Youssef,FUR-BO-579,Furniture,Bookcases,9,1847.15,0.15,14130.7,10996.83,14130.7,3133.87,No
EG-2023-1232,2023-09-01,2023-09-07,6,Standard Class,Sahar El-Sayegh,Home Office,Egypt,Sohag,Sohag City,Karim Salah,TEC-PH-436,Technology,Phones,9,1616.13,0.05,13817.91,9774.71,13817.91,4043.2,No
EG-2023-1231,2023-09-02,2023-09-08,6,Standard Class,Rania Moustafa,Home Office,Egypt,Monufia,Shibin El Kom,Sara Amin,FUR-TA-156,Furniture,Tables,1,4361.95,0.1,3925.75,2913.44,3925.75,1012.31,No
EG-2023-1232,2023-09-02,2023-09-02,0,Same Day,Karim Mahmoud,Home Office,Egypt,Kafr El-Sheikh,Kafr El-Sheikh City,Karim Salah,HOM-AI-986,Home Appliances,Air Conditioners,7,15658.62,0.0,109610.34,84881.23,109610.34,24729.11,No
EG-2023-1233,2023-09-02,2023-09-02,0,Same Day,Hazem Emam,Corporate,Egypt,Qena,Nag Hammadi,Karim Salah,CLO-PA-963,Clothing & Apparel,Pants,4,612.29,0.0,2449.16,1891.99,2449.16,557.17,No
EG-2023-1232,2023-09-03,2023-09-07,4,Standard Class,Youssef Hussein,Home Office,Egypt,Dakahlia,Mit Ghamr,Youssef Khaled,OFF-AR-844,Office Supplies,Art,3,61.66,0.1,166.48,119.24,166.48,47.24,No
EG-2023-1233,2023-09-04,2023-09-05,1,First Class,Farouk El-Fishawy,Home Office,Egypt,Asyut,Fateh,Youssef Khaled,HOM-AI-318,Home Appliances,Air Conditioners,7,17052.58,0.1,107431.25,74902.05,107431.25,32529.2,No
EG-2023-1234,2023-09-04,2023-09-09,5,Standard Class,Asmaa Galal,Home Office,Egypt,Port Said,Port Fouad,Amr Salah,CLO-SH-693,Clothing & Apparel,Shoes,10,1295.56,0.0,12955.6,9548.24,12955.6,3407.36,No
EG-2023-1234,2023-09-05,2023-09-05,0,Same Day,Amr Hassan,Corporate,Egypt,Qalyubia,Shubra El-Kheima,Ahmed Ragab,CLO-SH-115,Clothing & Apparel,Shoes,7,1273.18,0.0,8912.26,6471.47,8912.26,2440.79,No
EG-2023-1235,2023-09-06,2023-09-11,5,Standard Class,Ahmed Helmy,Corporate,Egypt,Fayoum,Tamiya,Ahmed Ragab,SPO-FI-455,Sports & Outdoors,Fitness Equipment,10,3217.02,0.0,32170.2,23038.15,32170.2,9132.05,No
EG-2023-1236,2023-09-06,2023-09-12,6,Standard Class,Nelly Karim,Corporate,Egypt,Damietta,Damietta City,Sara Amin,HOM-MI-662,Home Appliances,Microwaves,5,3406.19,0.0,17030.95,12752.13,17030.95,4278.82,No
EG-2023-1237,2023-09-06,2023-09-07,1,First Class,Mohamed Ramadan,Home Office,Egypt,Beheira,Kom Hamada,Amr Salah,FUR-TA-732,Furniture,Tables,9,4544.61,0.0,40901.49,27286.95,40901.49,13614.54,No
EG-2023-1236,2023-09-07,2023-09-10,3,Second Class,Hend Sabry,Corporate,Egypt,Aswan,Kom Ombo,Noha Mahmoud,CLO-SH-296,Clothing & Apparel,Shirts,10,371.42,0.0,3714.2,2906.05,3714.2,808.15,No
EG-2023-1237,2023-09-08,2023-09-12,4,Standard Class,Eyad Nassar,Home Office,Egypt,Red Sea,Gouna,Amr Salah,OFF-PA-922,Office Supplies,Paper,5,54.97,0.0,274.85,186.82,274.85,88.03,No
EG-2023-1238,2023-09-09,2023-09-11,2,Second Class,Adel Emam,Home Office,Egypt,Matrouh,Siwa,Mina Youssef,FUR-BO-912,Furniture,Bookcases,6,2011.03,0.1,10859.56,8663.63,10859.56,2195.93,No
EG-2023-1239,2023-09-09,2023-09-12,3,Second Class,Hany Ramzy,Consumer,Egypt,Asyut,Asyut City,Karim Salah,TEC-CO-983,Technology,Copiers,6,5081.59,0.15,25916.11,20279.94,25916.11,5636.17,No
EG-2023-1239,2023-09-10,2023-09-14,4,Standard Class,Reem Moustafa,Corporate,Egypt,North Sinai,Sheikh Zuweid,Sara Amin,FUR-TA-774,Furniture,Tables,2,4194.9,0.0,8389.8,6189.52,8389.8,2200.28,No
EG-2023-1240,2023-09-10,2023-09-14,4,Standard Class,Hussein Fahmy,Home Office,Egypt,Sharqia,Belbeis,Mina Youssef,OFF-ST-950,Office Supplies,Storage,9,258.69,0.0,2328.21,1515.77,2328.21,812.44,No
EG-2023-1241,2023-09-10,2023-09-10,0,Same Day,Mona Zaki,Consumer,Egypt,Damietta,Damietta City,Sara Amin,OFF-ST-641,Office Supplies,Storage,1,265.1,0.0,265.1,210.76,265.1,54.34,Yes
EG-2023-1240,2023-09-12,2023-09-14,2,Second Class,Khaled El-Nabawy,Consumer,Egypt,North Sinai,Arish,Ahmed Ragab,SPO-BI-446,Sports & Outdoors,Bicycles,1,4444.18,0.0,4444.18,2933.08,4444.18,1511.1,No
EG-2023-1241,2023-09-12,2023-09-16,4,Standard Class,Mona Zaki,Consumer,Egypt,Matrouh,Siwa,Sara Amin,HOM-MI-508,Home Appliances,Microwaves,10,3273.97,0.0,32739.7,23142.6,32739.7,9597.1,Yes
EG-2023-1241,2023-09-13,2023-09-16,3,Second Class,Mahmoud Saad,Home Office,Egypt,Giza,Dokki,Amr Salah,FUR-FU-199,Furniture,Furnishings,1,144.04,0.15,122.43,94.9,122.43,27.53,No
